Gene_name	HI_score
CXorf24	0.06
KIAA0319L	0.189
FMO3	0.07
FMO1	0.417
ZNF202	0.125
CASZ1	0.645
FMO4	0.08
FMO5	0.04
IDH2	0.292
IDH1	0.824
C14orf177	0.05
EVX1	0.615
ZNF208	0.125
PASK	0.438
SURF1	0.098
SH2D2A	0.18
LSM4	0.304
HYLS1	0.101
FNDC3A	0.39
KIAA1797	0.061
SETD2	0.438
SETD5	0.399
SETD4	0.11
SETD7	0.501
ITFG2	0.104
XAF1	0.052
TRPM7	0.245
DZIP3	0.072
PRAMEF19	0.055
PRAMEF17	0.026
PRAMEF14	0.068
PRAMEF12	0.053
PRAMEF10	0.036
SURF4	0.297
PTGS1	0.139
PRSS27	0.122
PRSS21	0.158
PRSS23	0.231
LXN	0.174
CXorf26	0.049
SURF6	0.122
RGP1	0.16
EME2	0.077
GPX4	0.117
RBCK1	0.167
ZDHHC15	0.195
AKNA	0.056
DUOX1	0.267
DUOX2	0.126
VENTX	0.159
ZNF486	0.06
KRTAP4-9	0.142
KRTAP4-8	0.107
PCNXL3	0.556
PCNXL2	0.083
OR7A17	0.049
KRTAP4-1	0.045
KRTAP4-3	0.064
KRTAP4-2	0.034
KRTAP4-5	0.073
KRTAP4-4	0.043
LSM7	0.512
ECH1	0.08
RRM2B	0.439
SFRS15	0.68
NPPB	0.054
NPPC	0.221
NPPA	0.067
ACSF3	0.089
INTU	0.088
FRZB	0.207
MAL2	0.572
MAN2A2	0.111
GBP5	0.049
SPRR2E	0.079
SPRR2D	0.085
SPRR2F	0.088
SPRR2A	0.052
DECR1	0.406
DNER	0.23
KRTAP12-1	0.074
TP53	1.0
OR5C1	0.131
ST8SIA6	0.063
PALB2	0.144
ST8SIA4	0.136
ST8SIA3	0.402
ST8SIA2	0.33
ST8SIA1	0.131
C6orf174	0.148
SHQ1	0.091
C6orf173	0.072
C6orf170	0.066
DUXA	0.104
STX1A	0.43
FARS2	0.073
STX1B	0.193
TOLLIP	0.132
RPS15A	0.332
ALS2CR11	0.184
ALS2CR12	0.018
ALS2CR16	0.502
SRGN	0.632
NSMAF	0.325
BTBD16	0.06
HARS	0.214
CORO2A	0.125
BTBD12	0.055
SRPRB	0.125
LSM3	0.118
KRT80	0.214
KRT81	0.148
KRT82	0.077
KRT83	0.24
ARMET	0.23
KRT85	0.166
KRT86	0.064
RAB22A	0.11
TSEN2	0.081
DUS3L	0.137
TPRX1	0.215
CCDC134	0.068
SC5DL	0.114
TPRXL	0.249
CXorf55	0.085
WAC	0.205
CCDC136	0.093
PCDHA1	0.077
MAST1	0.437
MAST2	0.322
MAST3	0.257
MAST4	0.208
SALL3	0.447
SALL2	0.907
FAIM	0.088
QARS	0.21
WAS	0.855
GALK1	0.072
RAB9A	0.101
MARK3	0.391
CYP1A2	0.089
RAB9B	0.34
C5orf39	0.031
C5orf38	0.042
C5orf35	0.203
C5orf34	0.185
C5orf37	0.04
C5orf36	0.051
ZBTB7A	0.161
C5orf30	0.265
C5orf33	0.126
C5orf32	0.118
STX11	0.183
FARSB	0.6
FARSA	0.268
STX12	0.525
C9orf71	0.045
STX17	0.158
C9orf72	0.219
STX19	0.161
STX18	0.124
ZMIZ1	0.335
URM1	0.27
C9orf79	0.035
C9orf78	0.133
PRTFDC1	0.366
CUTA	0.161
BPGM	0.643
CUTC	0.111
LIPC	0.421
MOSPD3	0.026
DNASE2	0.065
CD6	0.214
ATP11C	0.416
IL23R	0.096
ATP11A	0.189
PAN3	0.55
PAN2	0.655
CHAF1B	0.618
IFITM5	0.135
TLN2	0.246
PCDHGA11	0.294
TLN1	0.273
OR5H15	0.099
OR5H14	0.087
STK33	0.117
OGDHL	0.339
DPP4	0.252
SUOX	0.035
DPP6	0.104
PI15	0.835
CEP68	0.052
CEP63	0.141
OR5B12	0.084
COQ10B	0.105
GLTSCR1	0.131
GLTSCR2	0.632
COQ10A	0.203
CCDC62	0.094
STRC	0.13
CYP2A7	0.05
CYP2A6	0.178
OR6N1	0.07
C14orf83	0.11
OR7E24	0.131
OR6N2	0.059
OTOS	0.186
HS1BP3	0.102
TFDP3	0.052
BCL2L12	0.237
NOC3L	0.31
RNFT2	0.143
RNFT1	0.071
GGNBP1	0.066
HIAT1	0.534
SECISBP2	0.078
TMIGD2	0.072
A4GALT	0.088
C17orf56	0.078
ESCO1	0.867
OR10R2	0.13
PROM2	0.104
RTDR1	0.065
CTRL	0.107
CTRC	0.272
MFHAS1	0.087
CALCOCO1	0.115
ZFYVE9	0.538
DHX16	0.352
IFLTD1	0.132
DHX15	0.978
LEPROT	0.186
ZFYVE1	0.23
LDOC1	0.121
ZNF556	0.045
POM121L2	0.032
RXFP1	0.177
CCDC88A	0.185
RXFP3	0.046
RXFP2	0.14
H2AFB3	0.127
RXFP4	0.093
NDUFB11	0.09
NDUFB10	0.059
ZNF783	0.077
ZNF782	0.127
ZNF781	0.17
ZNF555	0.128
ZNF787	0.159
ZNF786	0.111
PITRM1	0.083
GOT2	0.191
C22orf15	0.143
ZNF789	0.084
GOT1	0.191
RNASEL	0.055
RNASEN	0.597
RNASE1	0.084
RNASE3	0.126
RPP40	0.081
RNASE4	0.048
RNASE7	0.098
RNASE6	0.4
RNASE9	0.046
RNASE8	0.09
MAX	0.222
C14orf50	0.075
C14orf53	0.19
QTRT1	0.129
OR2T6	0.049
OR2T4	0.063
OR2T5	0.048
OR2T2	0.176
OR2T3	0.076
SEL1L2	0.136
C12orf12	0.246
CCDC89	0.285
CD5	0.157
ROBO1	0.917
CCDC82	0.091
CCDC81	0.057
FBXL2	0.598
FBXL5	0.126
FBXL4	0.333
OR11L1	0.062
FBXL6	0.078
ADAMDEC1	0.095
CTR9	0.356
NIPSNAP3B	0.119
RRAS2	0.789
CDON	0.108
ZNF569	0.242
ZNF568	0.123
ZNF567	0.563
ZNF566	0.195
ZNF565	0.175
PSKH2	0.087
ZNF563	0.172
ZNF562	0.137
OR5AS1	0.052
STMN4	0.153
STMN1	0.6
CCR6	0.265
STMN3	0.152
STMN2	0.935
ACRBP	0.45
CCR7	0.17
DCLK1	0.738
DCLK3	0.168
DCLK2	0.115
NOX1	0.097
SNX12	0.131
NOX3	0.136
CPXCR1	0.022
NOX5	0.092
TOMM20	0.255
BFSP1	0.132
PGS1	0.334
AZU1	0.096
CLC	0.042
ABCD1	0.376
TRAF6	0.297
TMTC2	0.337
UBE3B	0.162
BCAS2	0.137
UBE3A	0.374
MRPL41	0.075
SHOX	0.086
TOP2B	0.998
TMPRSS2	0.232
TRH	0.145
TMPRSS3	0.049
MRPL45	0.154
SDAD1	0.088
KIAA0368	0.283
KIAA0367	0.13
SLC26A1	0.129
SLC26A2	0.08
SLC26A3	0.308
SLC26A4	0.404
SLC26A5	0.232
MIA3	0.059
SLC26A7	0.422
SLC26A8	0.13
SLC26A9	0.145
FGF5	0.945
FGF4	0.403
FGF3	0.778
FGF2	0.972
FGF1	0.923
BCAN	0.228
OLFML2B	0.257
OLFML2A	0.11
MRPL48	0.099
GLOD5	0.162
SDC1	0.059
SDC2	0.506
SDC3	0.177
SDC4	0.224
ELOVL6	0.059
ELOVL7	0.106
ELOVL4	0.672
HTT	0.73
ELOVL2	0.859
ELOVL3	0.06
ELOVL1	0.45
SNF8	0.229
AMY1A	0.13
AMY1C	0.15
AMY1B	0.151
KIAA0182	0.159
DEFB1	0.121
POM121C	0.079
DEFB4	0.028
DIABLO	0.085
IFNB1	0.066
CWF19L1	0.149
CWF19L2	0.16
HEYL	0.127
HSPA2	0.653
RD3	0.227
B4GALNT1	0.1
SGCE	0.342
SGCD	0.122
CNKSR1	0.147
SGCB	0.162
KIAA1586	0.073
CNKSR2	0.681
DUSP9	0.483
SGCZ	0.402
DUSP5	0.321
DUSP4	0.177
DUSP7	0.55
DUSP6	0.32
DUSP1	0.39
DUSP3	0.276
DUSP2	0.243
NKD1	0.156
LRRC8D	0.241
GBGT1	0.081
NKD2	0.114
ELN	0.918
RBL1	0.865
SETMAR	0.065
LRRC8B	0.627
RHOXF2	0.021
QDPR	0.161
OR51E1	0.149
OR51E2	0.171
MIXL1	0.156
ZNF696	0.119
HEY2	0.283
HEY1	0.427
LRRN4CL	0.125
XRCC6BP1	0.104
STX4	0.084
MTF1	0.823
MTF2	0.904
TM9SF2	0.147
LEP	0.368
TBC1D19	0.104
C20orf123	0.046
PCDH1	0.795
TBC1D12	0.248
TBC1D13	0.192
XYLB	0.353
TBC1D16	0.093
TBC1D17	0.083
TBC1D14	0.139
TBC1D15	0.203
MAGEB18	0.046
AUTS2	0.741
PLA2G1B	0.294
NUMA1	0.074
MAGEB10	0.042
C21orf67	0.078
C21orf66	0.399
C21orf63	0.139
UBFD1	0.11
GPR52	0.36
HSPA1A	0.523
BMP10	0.166
IKBKAP	0.563
PF4	0.049
GPR55	0.132
FAM83C	0.062
FAM83B	0.067
FAM83A	0.208
PCDH7	0.883
FAM83G	0.06
FAM83F	0.147
FAM83E	0.189
HSPA1L	0.497
DGKZ	0.108
IDH3B	0.339
IDH3G	0.084
MUM1	0.062
ATP7A	0.188
DGKQ	0.072
C8orf4	0.234
DGKK	0.2
DGKH	0.179
DGKI	0.083
DGKB	0.145
DGKA	0.285
DGKG	0.415
DGKD	0.108
DGKE	0.146
ICK	0.193
COPZ1	0.134
TMEM106B	0.126
TMEM106C	0.084
CNP	0.156
MPHOSPH8	0.099
DKC1	0.957
SUV39H1	0.585
PLGLA1	0.045
PTGIS	0.334
PTGIR	0.137
COPZ2	0.273
TCERG1L	0.164
CNO	0.062
ANKRD60	0.052
NPM1	0.636
ATF7	0.246
NPM3	0.647
NPM2	0.116
PEMT	0.148
HSPA14	0.267
TXNDC15	0.099
TMEM22	0.11
RHCE	0.151
TMEM20	0.017
AKR1D1	0.117
TMEM26	0.204
TMEM25	0.148
TXNDC12	0.259
C1orf97	0.048
C1orf96	0.184
C1orf95	0.357
C1orf94	0.127
C1orf93	0.104
C1orf92	0.115
C1orf91	0.08
OSCAR	0.074
KAL1	0.432
AHNAK2	0.044
C1orf98	0.112
SCFD1	0.184
SCFD2	0.059
PPP3R2	0.162
DDX56	0.148
SCG5	0.07
IQCB1	0.14
SCG3	0.463
SCG2	0.771
FFAR1	0.117
CPSF4L	0.123
CLIP1	0.413
DDX54	0.135
SEMA4A	0.748
SEMA4B	0.114
SEMA4C	0.504
SEMA4D	0.19
AKR1B1	0.31
SEMA4F	0.07
RYK	0.231
C10orf112	0.126
C10orf113	0.225
BYSL	0.631
OTUD7B	0.118
C10orf116	0.123
C10orf114	0.058
C10orf115	0.028
CTAGE1	0.01
C10orf118	0.098
C10orf119	0.102
CTAGE5	0.613
FBXO18	0.127
OR6W1P	0.06
JOSD1	0.455
RHBDD2	0.09
SIP1	0.106
GLP1R	0.105
SP110	0.037
SCN4B	0.18
CTTNBP2	0.128
ZNF599	0.092
FAM129C	0.068
GIP	0.079
PSPC1	0.126
CRTAC1	0.116
SCCPDH	0.279
STAMBPL1	0.106
SERP1	0.186
LRP6	0.403
MS4A4A	0.036
CNDP1	0.099
MS4A4E	0.022
NPL	0.268
STRBP	0.891
LRP4	0.479
DUSP18	0.185
CXorf61	0.053
LRP5	0.066
AHR	0.429
SCGN	0.058
GADD45GIP1	0.085
CEACAM5	0.045
NPY	0.536
ENC1	0.756
COLEC10	0.225
COLEC11	0.13
NPW	0.086
GATC	0.194
STK38L	0.713
NPS	0.006
ACTA2	0.782
ZNF197	0.254
ACTA1	0.876
ZNF192	0.134
EMCN	0.243
QSOX2	0.183
QSOX1	0.096
PDS5A	0.623
PDS5B	0.495
PKHD1L1	0.318
BNIPL	0.11
TADA2L	0.349
NR2C2AP	0.26
PAICS	0.888
OR1I1	0.042
RSBN1L	0.16
BTBD11	0.355
DYNC2LI1	0.051
EDARADD	0.105
EEF2K	0.09
ZNF222	0.067
TECTB	0.264
ZNF224	0.146
ZNF225	0.185
ZNF226	0.1
KIF9	0.142
KIF6	0.08
KIF7	0.133
KCNQ4	0.108
KCNQ5	0.092
KCNQ2	0.392
KCNQ3	0.741
KCNQ1	0.295
ALDH8A1	0.093
HOXC10	0.558
HOXC13	0.358
LHX3	0.267
VEGFA	0.236
VEGFC	0.274
VEGFB	0.254
BLOC1S3	0.046
RTTN	0.221
BNIP1	0.215
BNIP2	0.518
BNIP3	0.141
PDE4C	0.138
BLOC1S1	0.14
ZNF491	0.173
CCDC3	0.13
ADFP	0.189
LHX8	0.207
OSBP	0.409
FLOT1	0.111
FLOT2	0.527
KIR2DL4	0.072
CNGA4	0.401
NAB1	0.343
CCDC7	0.073
PHF5A	0.215
ZNF490	0.162
IYD	0.079
LINS1	0.09
OTUD5	0.299
OTUD4	0.391
OTUD3	0.115
AP3M1	0.198
AP3M2	0.058
PTGER1	0.019
SPEM1	0.035
AKAP14	0.046
AKAP12	0.374
PPP2R4	0.087
AKAP10	0.46
AKAP11	0.188
HTRA4	0.035
COL2A1	0.96
HTRA1	0.301
HTRA2	0.707
HTRA3	0.135
BSDC1	0.544
SPI1	0.296
PYY	0.106
ANTXR2	0.252
UNC5CL	0.516
LNP1	0.145
DNAH2	0.087
ITPKC	0.243
OR52J3	0.091
EGLN2	0.391
C17orf82	0.039
MCF2	0.162
C17orf81	0.202
EGLN1	0.711
C17orf84	0.082
C17orf85	0.1
PTMAP4	0.245
SPIC	0.12
TNKS1BP1	0.291
HIBCH	0.08
PLA2G10	0.114
SNX11	0.076
C6orf118	0.053
ARID5B	0.709
ARID5A	0.083
C1orf189	0.008
C6orf114	0.027
C6orf115	0.67
MAP2K1	0.952
TP73	0.448
ABT1	0.296
ICAM3	0.025
C1orf138	0.14
GLS2	0.568
SLC38A5	0.066
GSTT2	0.088
LAPTM4A	0.38
CRIPAK	0.106
SPCS2	0.534
SPCS3	0.077
ANKH	0.099
EGFR	1.0
SLC38A7	0.101
DHFRL1	0.361
RCVRN	0.144
C1orf180	0.11
WDR86	0.086
ZMYM1	0.05
WDR81	0.217
WDR82	0.6
GTF2IRD2B	0.142
SLC38A1	0.464
WDR88	0.052
TEAD1	0.784
ARHGEF15	0.206
SIM2	0.32
HLA-DRA	0.123
CAMLG	0.071
B3GALT2	0.234
TMEM90A	0.125
AARSD1	0.136
UHMK1	0.235
IMPDH2	0.962
CXCR3	0.063
PEA15	0.255
CXCR7	0.078
CXCR6	0.038
CXCR5	0.255
CXCR4	0.888
JAG2	0.804
TEAD4	0.914
CLRN2	0.13
CLRN3	0.039
CLRN1	0.166
PIP4K2A	0.114
MYBPC1	0.135
MINK1	0.412
TFF1	0.135
QRICH2	0.115
QRICH1	0.269
SLC38A8	0.095
E4F1	0.772
CRYBB3	0.1
CRYBB1	0.055
ARSD	0.349
MMP14	0.473
EXOC2	0.478
EXOC3	0.154
DEFB107A	0.027
EXOC1	0.108
EXOC6	0.427
EXOC7	0.132
EXOC4	0.429
BNC2	0.533
EXOC8	0.281
MAPKBP1	0.466
ANK1	0.681
ANK2	0.953
ANK3	0.794
MGAT4A	0.295
CHRNG	0.058
CHRND	0.137
MGAT4B	0.101
C9orf97	0.084
C9orf96	0.079
C9orf95	0.059
IFI44	0.039
BZW1	0.756
C9orf92	0.444
C9orf91	0.119
BZW2	0.176
RAD17	0.404
MTO1	0.06
TMEM133	0.059
RAD18	0.248
OR9A2	0.079
HIGD2BP	0.127
ANKRD11	0.207
TNNC1	0.081
TNRC6A	0.099
CYP3A7	0.145
USP26	0.085
USP25	0.134
USP24	0.621
CYP3A4	0.059
USP21	0.317
USP20	0.149
ADAMTS5	0.303
ADAMTS4	0.073
ADAMTS7	0.105
ADAMTS6	0.351
ADAMTS1	0.399
CCDC49	0.166
ADAMTS3	0.182
ADAMTS2	0.269
ARHGEF6	0.277
ARHGEF7	0.206
ARHGEF4	0.28
ARHGEF5	0.068
ADAMTS9	0.168
ARHGEF3	0.269
COTL1	0.179
ARSG	0.122
CDH9	0.35
PROKR1	0.098
PROKR2	0.146
SPATA2	0.266
CCDC46	0.23
CDH1	0.812
CDH3	0.109
RP1L1	0.079
CDH5	0.462
CCDC45	0.222
CDH7	0.308
CDH6	0.781
CENPO	0.085
CENPN	0.188
DPP10	0.299
CENPL	0.094
CENPK	0.446
CENPJ	0.171
CENPI	0.049
CENPH	0.134
CENPF	0.816
CENPE	0.774
RAMP1	0.1
HAGHL	0.057
CENPA	0.648
ACSM5	0.048
LDB2	0.901
LDB3	0.837
CLCF1	0.315
LDB1	0.841
SSH2	0.474
SSH3	0.476
SSH1	0.104
CENPT	0.045
PPY	0.145
CENPQ	0.147
CENPP	0.055
TRMU	0.171
SPRY3	0.601
PDXDC2	0.156
LIN9	0.517
SPRY2	0.699
ATP5G1	0.495
UCKL1	0.096
PLEKHA4	0.073
PLEKHA5	0.127
PLEKHA6	0.178
PLEKHA7	0.435
ACY1	0.069
PLEKHA2	0.089
PLEKHA3	0.303
NETO1	0.242
NETO2	0.139
PLEKHA8	0.073
PLEKHA9	0.182
KLHL11	0.357
CTPS	0.599
RFESD	0.081
EID2B	0.058
SEC62	0.629
SEC63	0.214
DHX38	0.086
SAMD4A	0.833
MFSD11	0.039
TRIB1	0.545
TRIB2	0.195
TRIB3	0.104
DHX30	0.481
DHX32	0.238
DHX33	0.104
DHX34	0.42
DHX35	0.226
DHX36	0.362
DHX37	0.213
LCE1F	0.131
LCE1D	0.112
LCE1E	0.142
LCE1B	0.067
LCE1C	0.045
HRNR	0.158
LCE1A	0.219
LAYN	0.089
MGAM	0.351
B3GNTL1	0.129
LUM	0.917
VN1R2	0.029
COL18A1	0.272
VN1R1	0.031
ZNF768	0.208
VN1R4	0.019
VN1R5	0.04
ZNF765	0.084
ZNF764	0.11
ZNF767	0.159
ZNF766	0.157
ZNF761	0.039
TPT1	0.644
OR2V2	0.195
RPP21	0.123
VNN3	0.052
VNN1	0.221
RPP25	0.103
COASY	0.02
PMCH	0.127
C14orf73	0.088
C14orf70	0.091
ZSCAN10	0.387
HHATL	0.128
BPIL2	0.124
JTB	0.119
RETNLB	0.041
RANGRF	0.1
APOBEC2	0.596
C18orf34	0.632
TBC1D10B	0.317
C18orf32	0.148
DOPEY2	0.227
DOPEY1	0.27
ZNF509	0.112
PRIM2	0.897
IL28A	0.065
ZNF501	0.109
ZNF500	0.104
ZNF503	0.895
ZNF502	0.121
SMAD4	1.0
ZNF506	0.055
MYO3A	0.15
GPBP1	0.793
ENOX2	0.106
TREM1	0.014
TREM2	0.039
RPL41	0.434
MYH2	0.862
MYH3	0.415
MYH1	0.664
MYH6	0.819
MYH7	0.44
MYH4	0.541
RACGAP1	0.29
MYH8	0.472
PSG9	0.195
GNL3L	0.108
MPST	0.081
OLIG1	0.243
BACE1	0.269
NUAK1	0.332
VGLL2	0.22
VGLL3	0.059
CADM4	0.25
VGLL1	0.563
CADM2	0.43
CADM3	0.189
VGLL4	0.294
CADM1	0.683
FGD5	0.152
KRTAP5-5	0.077
KRTAP5-6	0.096
PUS3	0.218
FGD1	0.266
KRTAP5-1	0.068
FGD3	0.128
FGD2	0.091
CEP250	0.12
KRTAP5-9	0.097
VTN	0.394
OR8K1	0.085
SATB2	0.863
SATB1	0.126
GDF15	0.261
UHRF1	0.195
UHRF2	0.215
FAM149B1	0.621
CNNM1	0.144
CNNM3	0.208
CNNM2	0.268
CNNM4	0.12
HHLA2	0.043
HHLA3	0.055
PIP5K1A	0.1
KEAP1	0.191
MYO9B	0.155
MYO9A	0.765
KRTAP23-1	0.14
RLN2	0.19
ZBTB8OS	0.501
DSCC1	0.76
SMN2	0.12
PHF15	0.454
POLA1	0.996
SMN1	0.084
PHF10	0.209
PHF11	0.087
PHF12	0.661
PHF13	0.136
GOLT1A	0.095
PHF19	0.373
ZNF711	0.225
PRSS1	0.398
SLC5A1	0.135
PRSS3	0.27
PRSS2	0.181
SLC5A4	0.072
CCNB1IP1	0.108
SLC5A6	0.215
SLC5A7	0.263
SLC5A8	0.086
SLC5A9	0.128
MEGF6	0.097
UBN1	0.079
PNLIPRP1	0.272
PNLIPRP3	0.044
PNLIPRP2	0.074
RAVER1	0.175
RAVER2	0.138
ALX3	0.464
ALX1	0.603
RB1	1.0
ALX4	0.747
GDE1	0.125
UCN	0.097
NKG7	0.062
ZBTB3	0.45
ZBTB2	0.288
ZBTB1	0.364
ATAD3C	0.15
ATAD3B	0.079
ATAD3A	0.272
MAT2B	0.655
NR4A2	0.566
CYP21A2	0.251
ZBTB9	0.169
ZBTB8	0.349
CARD14	0.077
SYNGAP1	0.369
CASC2	0.102
CASC1	0.133
C21orf42	0.074
GNB3	0.132
CASC5	0.071
CASC4	0.08
COL24A1	0.133
PXMP2	0.137
GNB2	0.33
PXMP4	0.087
ABCC6	0.107
RIPK3	0.051
C20orf108	0.214
NUDT13	0.137
C20orf106	0.006
C20orf107	0.009
GDF10	0.629
ABCC1	0.201
CUL4A	0.519
IL8RB	0.171
C21orf41	0.068
NUDT11	0.26
MYEOV2	0.12
CYP2C18	0.035
TBX1	0.33
EBI3	0.072
BOLA1	0.083
DLL4	0.955
BOLA3	0.212
C8orf33	0.102
RIPK2	0.199
IMMT	0.42
GLCCI1	0.239
SLC6A3	0.199
SLC6A2	0.169
SLC6A1	0.152
SLC6A7	0.173
SLC6A6	0.264
NDUFB9	0.085
NDUFB8	0.103
OR5D18	0.096
NDUFB6	0.051
SLC6A9	0.273
C21orf88	0.066
NDUFB3	0.061
NDUFB2	0.045
NDUFB1	0.027
GPR39	0.082
ASB13	0.212
UACA	0.353
KIAA1919	0.037
GPR31	0.079
DNAH10	0.11
GPR32	0.08
GPR35	0.087
NAALADL2	0.168
GPR37	0.791
ASB15	0.101
KNCN	0.081
C12orf57	0.045
C12orf54	0.123
C12orf55	0.106
C12orf52	0.041
FAM50B	0.112
C12orf50	0.397
C12orf51	0.323
FMNL2	0.326
FMNL3	0.103
LAT2	0.087
TBC1D21	0.191
C11orf81	0.072
STAP2	0.104
STAP1	0.554
ANKS3	0.055
ADNP2	0.139
NEXN	0.16
C8orf31	0.12
RIPK4	0.189
JAK2	0.948
MAPRE1	0.949
MAPRE3	0.879
TBC1D26	0.066
ANKRD45	0.108
ANKRD44	0.291
AQP4	0.224
ANKRD46	0.132
AQP2	0.189
AQP3	0.326
ANKRD43	0.079
AQP1	0.651
TBC1D24	0.13
ANKRD49	0.132
AQP8	0.059
C14orf28	0.486
NR1H4	0.512
PATZ1	0.602
SLC6A5	0.236
AFG3L1	0.079
GTF2I	0.385
MRRF	0.197
SYMPK	0.093
PHB	0.883
BRS3	0.306
GSC	0.164
PGGT1B	0.482
RHAG	0.981
C8orf37	0.119
RNF219	0.6
NR1H2	0.821
GUCY1B2	0.124
GUCY1B3	0.22
RNF215	0.142
RNF214	0.152
RNF217	0.028
HIST3H3	0.608
LZTR1	0.164
KIAA0247	0.096
RNF212	0.121
MED29	0.123
MED28	0.102
STX2	0.127
ADORA1	0.116
MED20	0.098
ADORA3	0.091
MED22	0.161
MED25	0.141
MED24	0.202
MED27	0.146
ENAM	0.091
GUCY2C	0.34
SEPT9	0.302
SEPT8	0.904
CC2D1B	0.09
SEPT5	0.249
C10orf131	0.069
SEPT7	0.715
SEPT6	0.388
SEPT1	0.059
APLP2	0.211
C10orf136	0.132
FNBP1L	0.789
YPEL2	0.258
UTS2R	0.102
GUCY2F	0.149
WDR16	0.042
FAM47A	0.029
GK2	0.093
GK5	0.099
TRIAP1	0.13
RBM34	0.538
YARS	0.165
CDK5R1	0.445
RBM33	0.134
CDK5R2	0.363
GSN	0.201
RBM39	0.775
RBM38	0.13
EPHB2	0.198
EPHB3	0.383
EPHB1	0.764
PARP8	0.287
PARP9	0.059
EPHB4	0.418
SPANXN2	0.02
IL28RA	0.12
TOM1L1	0.186
PARP6	0.16
EPN1	0.254
DNAJC5G	0.033
PTPDC1	0.096
PARP3	0.029
BTNL9	0.109
BCCIP	0.272
TXNDC14	0.113
TP53INP1	0.351
TP53INP2	0.213
BTNL3	0.033
BTNL2	0.049
TSN	0.572
SUNC1	0.12
ALDH4A1	0.671
THBS1	0.923
C21orf56	0.142
MELK	0.453
ILK	0.577
RIMS4	0.223
TIE1	0.201
CACNA2D4	0.224
FGF23	0.485
FGF20	0.721
FGF21	0.074
NADK	0.126
XAGE5	0.044
RASIP1	0.124
XAGE3	0.015
LAGE3	0.087
ACTC1	0.719
PPARA	0.29
DSN1	0.071
ZFP1	0.263
ZNF34	0.132
ZNF35	0.494
ZNF32	0.297
ZNF30	0.122
ZFP3	0.223
SH3GL1	0.064
SH3GL3	0.074
SH3GL2	0.266
SLC10A3	0.242
SLC10A2	0.23
SLC10A1	0.08
SLC10A7	0.203
SLC10A6	0.094
SLC10A5	0.228
SLC10A4	0.037
STAB2	0.07
ANKMY2	0.333
CREB3L3	0.07
C21orf59	0.135
FHL2	0.422
FHL3	0.252
PRDX4	0.176
TYRO3	0.247
FHL5	0.396
OR1K1	0.02
PUS10	0.241
SUV420H2	0.197
BSPRY	0.46
ZNF248	0.158
KIAA1751	0.135
SFTPA1	0.067
KIAA1755	0.031
RFPL3S	0.05
ALDH7A1	0.378
PAWR	0.79
RAD51C	0.84
LGI4	0.075
KRTAP16-1	0.124
CTDSPL2	0.165
OR7D2	0.107
HSP90AB3P	0.122
GATAD2B	0.741
GATAD2A	0.333
GPA33	0.091
LGI1	0.543
ABCF2	0.324
ECE1	0.292
DIP2A	0.181
DIP2B	0.248
DIP2C	0.161
BAHD1	0.15
DCLRE1B	0.068
DCLRE1C	0.212
YES1	0.911
DCLRE1A	0.202
DNA2	0.555
ECT2	0.42
KIAA1632	0.185
STAM2	0.483
DUSP13	0.215
ATP8B1	0.12
ZCCHC9	0.13
ZCCHC8	0.306
KCNS1	0.068
KCNS2	0.25
KCNS3	0.546
ZCCHC3	0.135
ZCCHC2	0.367
CYP4A22	0.239
ZCCHC7	0.104
ZCCHC6	0.151
C14orf79	0.04
ZCCHC4	0.149
C17orf60	0.04
C17orf61	0.219
C17orf62	0.08
RSPRY1	0.334
C17orf64	0.121
C17orf65	0.159
C17orf66	0.051
TCL6	0.236
C17orf68	0.124
C17orf69	0.083
SLCO2A1	0.112
CHADL	0.155
OR2M5	0.07
OR2M4	0.053
OR2M7	0.088
TP53BP1	0.966
OR2M3	0.082
OR2M2	0.069
ZNF804A	0.269
CIB3	0.13
ZNF804B	0.084
C6orf132	0.171
UPP2	0.098
C6orf130	0.323
ARID3B	0.23
C6orf136	0.25
C6orf134	0.069
FAM9B	0.042
FAM9C	0.009
C6orf138	0.704
FAM9A	0.058
INA	0.257
TYRL	0.154
CD300LG	0.053
ADPRHL1	0.125
ADPRHL2	0.203
ACP5	0.131
DARS	0.548
LYPLA1	0.556
LYPLA2	0.174
MC2R	0.142
GLRX2	0.273
GLRX3	0.376
PIH1D2	0.091
ATP2B1	0.913
ARGFX	0.023
SPG7	0.118
ICA1	0.138
DARC	0.055
S100A10	0.513
S100A13	0.098
S100A12	0.014
CD300LF	0.031
S100A14	0.143
PHYHIP	0.292
VSNL1	0.355
C19orf40	0.039
C19orf41	0.062
C19orf42	0.182
CACNA2D1	0.307
AHCYL1	0.291
ACP2	0.145
AHCYL2	0.553
GRK6	0.492
GRK7	0.085
GRK4	0.393
GRK5	0.279
CYBRD1	0.09
CAPN7	0.083
CAPN6	0.537
CAPN5	0.208
CAPN3	0.738
CAPN2	0.184
CAPN1	0.538
DLEU2	0.04
DLEU1	0.028
SEPT11	0.213
SEPT10	0.411
CAPN9	0.06
CAPN8	0.058
SPAG8	0.12
SPAG9	0.218
SPAG6	0.109
SPAG7	0.22
P4HB	0.498
POU2F3	0.561
CCT8L1	0.182
KLHL6	0.186
KLHL7	0.249
HTR4	0.076
KLHL5	0.512
KLHL2	0.138
KLHL3	0.232
KLHL1	0.177
FAM155B	0.223
SDCCAG1	0.961
